Feature,Class
0.06341669637613145,0
0.9603127116915269,2
0.9795533346715227,2
0.9872526445321533,2
0.40124614982415774,1
0.1372579524453289,0
0.016252252216330088,0
0.5547916940568874,1
0.7767643641122733,2
0.2505951077244398,0
0.4678980068635952,1
0.6562417470133454,1
0.676678543869165,2
0.9359494407223385,2
0.9152620989774615,2
0.779144128392059,2
0.9315328870274737,2
0.20745699425512143,0
0.5414945294449414,1
0.3545014703484467,1
0.6818021793166099,2
0.48593359940498015,1
0.035022161011083575,0
0.17411882894823527,0
0.13097526685651306,0
0.7552144907026684,2
0.05737017964127167,0
0.6202832046278008,1
0.7695056097549771,2
0.006638407451261763,0
0.4231844527379478,1
0.26088228960570226,0
0.19393509401509068,0
0.9021331212515972,2
0.5163919111305338,1
0.5411780118345512,1
0.4862514709277286,1
0.9939790349885667,2
0.8338902145664767,2
0.3332087256386215,1
0.7962713269723303,2
0.768467072582574,2
0.39439927310459544,1
0.508601141096707,1
0.01682800038950194,0
0.7721056562295621,2
0.6877037297038532,2
0.0852136620603664,0
0.2555802670344477,0
0.08762900677179286,0
0.7276275086235794,2
0.5695123374277536,1
0.6861479112924488,2
0.3225237794110958,0
0.6517480029560366,1
0.8914392282308874,2
0.6964522985913207,2
0.4999982093448073,1
0.32419126098163575,0
0.976182101572234,2
0.847532023583117,2
0.9520219921709742,2
0.39223012405607105,1
0.9466194350085205,2
0.6117665917043954,1
0.22512367720936044,0
0.3893456122848813,1
0.3373376476218829,1
0.0017315727312557927,0
0.03856340001416092,0
0.4015143699547422,1
0.13709914746893892,0
0.9722004475873519,2
0.6234038526399989,1
0.06609445752911969,0
0.8029163601322213,2
0.19026892555476504,0
0.7667815975364517,2
0.6911204514283081,2
0.6197705022278448,1
0.13221141374359113,0
0.5346209071420241,1
0.9098292946854565,2
0.5779816273902355,1
0.885491511560603,2
0.5722965202630604,1
0.4827121033691215,1
0.8175119881435344,2
0.2368746186231685,0
0.08037907891268259,0
0.40902374783037954,1
0.8037164905328222,2
0.7311007777262855,2
0.42586094031024924,1
0.8214205488871648,2
0.25935303468717497,0
0.6944721496389811,2
0.7352985849746364,2
0.9312417625329107,2
0.25089418208677927,0
0.07387542885470977,0
0.7125265542398407,2
0.497892279819636,1
0.6418854315607184,1
0.6048501496551599,1
0.17078524179363397,0
0.9796822486327902,2
0.07497187154792806,0
0.4454320756784145,1
0.24033611975774427,0
0.35527803938475433,1
0.9196365055749097,2
0.060708483152705384,0
0.3370339191930507,1
0.8684239213839153,2
0.3995820586695519,1
0.9224674812308854,2
0.7642455313343172,2
0.20955411970538407,0
0.9356220768511554,2
0.7187338310421724,2
0.9985306079726115,2
0.2620192380930745,0
0.07492125459379761,0
0.6301844636523517,1
0.04520212526599787,0
0.987059138435132,2
0.5484440147086963,1
0.6038359663949326,1
0.6103533963508573,1
0.7978450833808343,2
0.945555017663686,2
0.536526914081935,1
0.8891783945421597,2
0.6069368550379683,1
0.6661700028575014,2
0.9223189440410497,2
0.6684059056400526,2
0.7879526107649877,2
0.9809338247674545,2
0.8207675806786077,2
0.4743851128766583,1
0.7836488191419825,2
0.17833682872255419,0
0.6495338295718862,1
0.3667247610695574,1
0.40505270809859373,1
0.9255765984833806,2
0.4111917465578526,1
0.27558069409170105,0
0.4970837366506531,1
0.7555504965016943,2
0.12479595421110079,0
0.5566667100681105,1
0.10586217545461207,0
0.6564083386477778,1
0.20621788224568371,0
0.3064017835945133,0
0.0356008538546273,0
0.2722437954288027,0
0.6594494919266294,1
0.16965570952443365,0
0.24295156878078705,0
0.9420973961406586,2
0.11205408060573574,0
0.16936410954819547,0
0.8146104589503713,2
0.8064483368735528,2
0.8780131741287478,2
0.8512013037780627,2
0.9423354602638379,2
0.24350467346236404,0
0.35608685463736933,1
0.08955184773818092,0
0.5987576807776527,1
0.05763377460748176,0
0.7782577183645439,2
0.7344082652477218,2
0.3089925053827267,0
0.3612099181750259,1
0.46245418959171547,1
0.8535107622787509,2
0.27992896975254367,0
0.779119989333406,2
0.8020529681117261,2
0.43503911430902387,1
0.8297710234602134,2
0.17221647274844387,0
0.58960306907492,1
0.012893147015576756,0
0.9319428582934594,2
0.630440112175505,1
0.8659545768887331,2
0.6119471940886061,1
0.0018969134155812917,0
0.23107924304548588,0
0.24711257543698517,0
0.7911565508173317,2
0.6941919792993121,2
0.3932305281646009,1
0.5522574035331826,1
0.3319768461315964,1
0.18258359810181468,0
0.8165295248726405,2
0.35978057480667747,1
0.2614127902048816,0
0.8113879762840995,2
0.33405455614075674,1
0.47534923583510313,1
0.42921326199249576,1
0.12183455919954267,0
0.7184809547225266,2
0.5593586592093684,1
0.4290632617178284,1
0.17233161602839275,0
0.40627764938606936,1
0.7866522741099665,2
0.5609060179250868,1
0.12426781421112221,0
0.0608453732305132,0
0.9886245989649048,2
0.3237646257699829,0
0.23908783158963276,0
0.850440766829625,2
0.6277427050803881,1
0.47912373418285803,1
0.16660741602415186,0
0.3220000743415603,0
0.7539786303785683,2
0.5361261696387009,1
0.6298970483540077,1
0.8105559675887865,2
0.5140956632977691,1
0.907928957446316,2
0.003892265225372893,0
0.9420812070330583,2
0.05034289982513629,0
0.9690584226415864,2
0.736560051630032,2
0.957750545495654,2
0.8989080978445877,2
0.45198659763452254,1
0.09388391755508174,0
0.7029690009961911,2
0.013720255087327216,0
0.4264941288366588,1
0.34702781347481937,1
0.24454019877361755,0
0.9766885879591551,2
0.5969872607860974,1
0.446525191838663,1
0.596261776263236,1
0.8793348287405189,2
0.50144988190434,1
0.667089345818825,2
0.24082428211721896,0
0.7958902928616594,2
0.6003993092296821,1
0.6915056007455,2
0.4408414994733372,1
0.25870550928259295,0
0.6256805124305552,1
0.2894994127298428,0
0.40027958712263445,1
0.08295915847773871,0
0.38483368074756097,1
0.9688365063753834,2
0.6840453730385374,2
0.6580519983819612,1
0.24218533431598754,0
0.43511412860856724,1
0.4372863312709804,1
0.9835874419673825,2
0.982878339151772,2
0.7864158759005772,2
0.7375467384687558,2
0.7926351155326209,2
0.37929108214509144,1
0.8127740878823555,2
0.8447302489534758,2
0.8667942927430007,2
0.3672976436020269,1
0.03314649917434165,0
0.5692239377621077,1
0.681346236264602,2
0.7693481730870321,2
0.6265844064548798,1
0.8900289581670213,2
0.9656968593664603,2
0.8996211497408357,2
0.5667141200431262,1
0.9240220442123281,2
0.8350069107697669,2
0.9504620376753855,2
0.7053441038586851,2
0.17022106117333902,0
0.16344345979941233,0
0.8314688506852874,2
0.3377275794122516,1
0.4302219637714999,1
0.787412964223249,2
0.35319246972764096,1
0.31941270466086324,0
0.4708444694458921,1
0.4679800568979182,1
0.9704203286281691,2
0.2079122197258716,0
0.6811759270861283,2
0.5405914116577168,1
0.5710911258776266,1
0.024186871058087256,0
0.900719832288144,2
0.3966709009242104,1
0.2576405537844142,0
0.061454526147983635,0
0.8581459857982573,2
0.9577716832995682,2
0.9343694072376695,2
0.7515793474219411,2
0.6702222696200094,2
0.4356215221372599,1
0.5859164715513404,1
0.12313481389781855,0
0.9861767849458507,2
0.881164186391799,2
0.8457637034133487,2
0.8713152099356702,2
0.35573401034980234,1
0.5940953742546459,1
0.6086498507639371,1
0.9972511387269006,2
0.9982729816563258,2
0.2739166865735415,0
0.3817140808879681,1
0.8109691440150062,2
0.2694340278645654,0
0.7752128935490473,2
0.06583338252775206,0
0.13243265504723123,0
0.20730143328434625,0
0.6820776455292982,2
0.06939151349037331,0
0.3010063397403907,0
0.5309751563505565,1
0.9005674265669243,2
0.20166683879365954,0
0.4786781386550756,1
0.7024749932681453,2
0.9817060763402707,2
0.511011730645947,1
0.6785717886908842,2
0.4356421420018415,1
0.21289150544707602,0
0.3402294594204083,1
0.9273920466872848,2
0.9101454027451304,2
0.911340868662201,2
0.2920151946622528,0
0.9180409286478018,2
0.44980909843702177,1
0.533425406380287,1
0.8701952583143224,2
0.9982762062956566,2
0.6461711173924506,1
0.4862697413596373,1
0.1460208064580062,0
0.35621816277434204,1
0.794495585185795,2
0.7793913666219746,2
0.3829130469917347,1
0.7358101490587909,2
0.43299125382701253,1
0.003630248858617402,0
0.006634915418874621,0
0.507250046093267,1
0.06782384471834746,0
0.46925045044743363,1
0.37793564537780766,1
0.7168566403492146,2
0.4122172059958257,1
0.8424640936627581,2
0.44861367057738166,1
0.6722922132580239,2
0.36592032295383314,1
0.6563484289662693,1
0.9610743728089102,2
0.6318500245816756,1
0.5131400649225812,1
0.15698763161632945,0
0.8531154356246545,2
0.02997694192463729,0
0.4519832577077342,1
0.7312908724665662,2
0.04108984501641222,0
0.26503222236678114,0
0.10142202611230167,0
0.8555240168959353,2
0.5046780059011,1
0.402385633499341,1
0.32947837450731965,0
0.3475315358703305,1
0.7636498895707616,2
0.21664008704779014,0
0.5102764177302029,1
0.8108512953891137,2
0.7992124318707344,2
0.3103335074993857,0
0.27958635769295903,0
0.49532473480760764,1
0.5333279866864387,1
0.4699617359327426,1
0.7638483429581501,2
0.775245297004073,2
0.9558064173509747,2
0.45200571691658586,1
0.3044495080430595,0
0.6313276576598769,1
0.07279930236103183,0
0.6461962654611443,1
0.23314822056119777,0
0.34556300793775807,1
0.7583363433749496,2
0.5097519328744903,1
0.37471349407092247,1
0.168282532119853,0
0.8670521894880902,2
0.3645791448969091,1
0.33481736487856384,1
0.6834888914727015,2
0.8407244199056845,2
0.7415567747456747,2
0.06846338299188115,0
0.02778999777847002,0
0.5098952392948742,1
0.895500740089883,2
0.6451922790359974,1
0.11157740439952057,0
0.42535505722339206,1
0.10930590708423249,0
0.032111576976733724,0
0.2349184897354918,0
0.2823705821538711,0
0.4496068638103756,1
0.8907691670732746,2
0.43281399882969884,1
0.0802622076945142,0
0.9206039744558209,2
0.02001700794248118,0
0.2769083810318178,0
0.04677313430041885,0
0.38752154299512775,1
0.11160493191290122,0
0.859647979690669,2
0.8922316748055759,2
0.8891122834769192,2
0.43222378426083297,1
0.6421104014330743,1
0.2816700149918686,0
0.5880880007059102,1
0.27963394359929683,0
0.8437387992106611,2
0.29048228215623373,0
0.8461856069388618,2
0.887362749642884,2
0.7020219867822677,2
0.22136156919213046,0
0.23097686189776245,0
0.26676027627580745,0
0.017312134386874956,0
0.8795864660208194,2
0.3930879120542632,1
0.7861243394726972,2
0.9592589243926399,2
0.224153412558053,0
0.7432850655059295,2
0.7181173909658383,2
0.2919368696165149,0
0.6323585026350137,1
0.33868451376779163,1
0.9475821723382775,2
0.3211509015636411,0
0.2342981540310599,0
0.9178190277598083,2
0.05277407682304369,0
0.8627620169534588,2
0.7904921002227889,2
0.2836532300976631,0
0.6460473180335246,1
0.16694208746384132,0
0.8435081771398721,2
0.23238391576400952,0
0.4483120779082471,1
0.31400913893414073,0
0.36245457125145975,1
0.37269206989991743,1
0.7520402414105274,2
0.4877298703387958,1
0.9222620885456476,2
0.11026531666466333,0
0.9283486199449983,2
0.32866363818832267,0
0.40746607548656555,1
0.48451607588695145,1
0.5101261835260688,1
0.2665054137763485,0
0.5345437351916131,1
0.5145185793413853,1
0.4926208255980704,1
0.4797639574765732,1
0.9418135165034542,2
0.5109227295230073,1
0.6095782822588962,1
0.17711915807669,0
0.05352197478336018,0
0.30794950879495187,0
0.9730753877625506,2
0.9186245956720296,2
0.3055776416860838,0
0.9307775469610923,2
0.4012024217251998,1
0.7778308494933649,2
0.3704322997338516,1
0.8627968199102121,2
0.5074299117547555,1
0.8983844625162334,2
0.8527061397742095,2
0.9175379691147189,2
0.08581878898323836,0
0.36229924614308096,1
0.944236922847227,2
0.23390338704017444,0
0.7041061460350915,2
0.1401414202621526,0
0.2074336373583645,0
0.19338052355222868,0
0.2552415240544441,0
0.6155044449373942,1
0.02384123529144766,0
0.5941120548634777,1
0.5610412471982807,1
0.4104433541773054,1
0.4652613034877191,1
0.9021787760301047,2
0.9468477646042751,2
0.951725853779763,2
0.2713173663858972,0
0.3950692952990843,1
0.4219699169958493,1
0.18664668562886166,0
0.6928530520980412,2
0.21318934501374587,0
0.5671542542171613,1
0.5887688244380196,1
0.12565495240277402,0
0.9733342297048834,2
0.471114815663944,1
0.6875618178370044,2
0.032150166753540654,0
0.7404598407456596,2
0.0037812587264565156,0
0.19431717050522146,0
0.8723355277407544,2
0.1354698322526423,0
0.9508467326062704,2
0.7082891621177558,2
0.7542535817145533,2
0.6760415901211942,2
0.18452983652185717,0
0.834444294288485,2
0.6830916080280286,2
0.48045588357030555,1
0.7404924938838922,2
0.32982699964165996,0
0.1031780553663777,0
0.15553718843132414,0
0.530215629325875,1
0.625689390127645,1
0.6943349175889998,2
0.41176047917672876,1
0.6605966788603854,2
0.2854779194370244,0
0.5627455178458366,1
0.5797871798514982,1
0.8698325445107471,2
0.12704106625260048,0
0.17004335753395539,0
0.04074624610140509,0
0.684142070288084,2
0.3286808259396028,0
0.6087249349154267,1
0.4826664503311403,1
0.9118875179341116,2
0.18487469769272136,0
0.16366879581569582,0
0.27394996506298586,0
0.24612897098757613,0
0.2857179205286722,0
0.03385197180526345,0
0.903350967183076,2
0.15207485682173694,0
0.23262875294390728,0
0.8555056456862957,2
0.5048951761132793,1
0.5882114044229837,1
0.9725860304643086,2
0.8586712810645284,2
0.7601950142308725,2
0.994643390565122,2
0.9377201382265585,2
0.7534083167891868,2
0.993095345434953,2
0.9995475712644256,2
0.04546462670610685,0
0.9666894737743533,2
0.970955435696815,2
0.2908154904943756,0
0.7857890712024624,2
0.3082806058599712,0
0.08330778790957549,0
0.5838295568053933,1
0.35899863544720667,1
0.4562432689550511,1
0.9978978253058914,2
0.7719653563695966,2
0.19504384665466878,0
0.3068264334806329,0
0.9435646385380598,2
0.645877520473728,1
0.9034433697978507,2
0.22908237990198888,0
0.713067900275157,2
0.6068976090116746,1
0.38823075583426814,1
0.44273481844116624,1
0.9144716596499707,2
0.34349304658709967,1
0.26713617546326607,0
0.9330785342372281,2
0.1313490997120328,0
0.495562025667558,1
0.03679146813171019,0
0.3836014202740402,1
0.1334169806206007,0
0.6987649827084766,2
0.4902789929816176,1
0.11027522240160359,0
0.5959700808815526,1
0.20554678206268462,0
0.7478737503577941,2
0.24422132038236022,0
0.03113651940679707,0
0.8263621906494566,2
0.9670128962964654,2
0.7423258646574403,2
0.13612053240226574,0
0.7093889782317433,2
0.6770506936104976,2
0.9881967884743079,2
0.8805366189710946,2
0.05743967188173216,0
0.6342106623467229,1
0.6066239743731272,1
0.6250575445881692,1
0.09461639435450675,0
0.49464106151589615,1
0.43825835160542614,1
0.4846880816785941,1
0.36290223726345405,1
0.011658928372341504,0
0.24443407364451697,0
0.14623892627998836,0
0.9667387130578157,2
0.8622297421121287,2
0.30405399420572854,0
0.09968761039445606,0
0.11056381408041516,0
0.9994447582659992,2
0.6761567135835566,2
0.2974991790795134,0
0.3005138423384113,0
0.43375553697966895,1
0.6597598030434741,1
0.8355718293342176,2
0.6228620384122573,1
0.1631037104883717,0
0.03907540457130232,0
0.766731897460099,2
0.3861898466052578,1
0.588678298747517,1
0.9519436976211911,2
0.970029796813622,2
0.5849452188014526,1
0.9972617437473487,2
0.6489719102090137,1
0.8226963858315707,2
0.5789794604903278,1
0.2263479534285997,0
0.6301101616630148,1
0.39081386985922784,1
0.8640502794061224,2
0.9800227164361517,2
0.8739690287063471,2
0.12964516413283345,0
0.970353526707867,2
0.9478811290306799,2
0.7110977391458299,2
0.008100562231793007,0
0.09468647177643397,0
0.3460379652996671,1
0.1296660612795426,0
0.9937001031016635,2
0.8111922443625056,2
0.28850927474838184,0
0.17248635018786562,0
0.5451817684982483,1
0.18835643026602134,0
0.3145650747663542,0
0.969017921109066,2
0.05510205357054976,0
0.9942846567685842,2
0.8757065173293749,2
0.27020664102162484,0
0.10292778094237642,0
0.11514281606895838,0
0.9496430973660909,2
0.021907255708663143,0
0.14897201072903243,0
0.013355462475160729,0
0.128026848623652,0
0.14672789988405155,0
0.14969322871158086,0
0.728343210119144,2
0.5188393431375311,1
0.7024009369112048,2
0.26606643854336565,0
0.3336697463942646,1
0.41170500467296367,1
0.12996278314677967,0
0.523464535383409,1
0.6726017976322316,2
0.1930842834274218,0
0.5571577323896482,1
0.09967743077057212,0
0.9880758457023048,2
0.03176044894946595,0
0.059126936782585404,0
0.5620122732510862,1
0.6110956644638879,1
0.9988214864994155,2
0.32393342463248564,0
0.17752727254880207,0
0.7973652918028221,2
0.15890520742578162,0
0.17091160342020573,0
0.23717683149396673,0
0.6559629638422997,1
0.8364948506255275,2
0.3056832224147098,0
0.8831108014029618,2
0.06917363367869755,0
0.49445304131642764,1
0.9823852405984147,2
0.7255661963363266,2
0.14474732916736,0
0.703221898456126,2
0.6083285911290103,1
0.4162759112819101,1
0.060194149505582994,0
0.7890635428650091,2
0.5763948231352313,1
0.14286119479431958,0
0.11642480271984157,0
0.08590707053607805,0
0.6946797290304058,2
0.38652868282400155,1
0.8377169107096736,2
0.5347666224068244,1
0.5282944699330808,1
0.3592207718305819,1
0.3810736619084417,1
0.535961867602779,1
0.8270602903090709,2
0.9221481028059609,2
0.652117087421239,1
0.9686528764031974,2
0.8733839900117328,2
0.376210442853505,1
0.36865584935188933,1
0.1777466949905916,0
0.253012497026766,0
0.06513319986549237,0
0.5308933450470843,1
0.6897855433107805,2
0.7689312276088026,2
0.6440005919026869,1
0.8569695523934271,2
0.03895217123227568,0
0.15137390722267863,0
0.5216245284014226,1
0.1732591698325463,0
0.49839287435999735,1
0.061745976098227184,0
0.8449002198241461,2
0.5576504449650054,1
0.07019759003359805,0
0.9699645220307538,2
0.6692133643272492,2
0.3833171770045337,1
0.36408354215132566,1
0.6900944513290679,2
0.6693515140540509,2
0.7617910121972956,2
0.421138944117211,1
0.40055447786403553,1
0.47096101888654285,1
0.33023804640493426,1
0.04765259295727975,0
0.025632528016836353,0
0.7044553264145464,2
0.9598492001844469,2
0.9057365808012949,2
0.10513884680720287,0
0.41481289841011026,1
0.2679886339602189,0
0.024888752724302576,0
0.9495647172725848,2
0.8414549711468214,2
0.546497347614729,1
0.27437485162457254,0
0.8209435982842042,2
0.4694219883845322,1
0.40602619386723404,1
0.006712504286214505,0
0.48753166918312496,1
0.2841313569635324,0
0.030774933351912503,0
0.14262998474067423,0
0.6031588207071293,1
0.3242385055313226,0
0.7718532088396588,2
0.8811658930399879,2
0.8582700269241217,2
0.5801921676177899,1
0.8175556066313123,2
0.14687182549984668,0
0.474004554226216,1
0.04356969181427839,0
0.02454625261375687,0
0.3899295371368693,1
0.20359767166765164,0
0.6612127810116983,2
0.8070482812272,2
0.9094222647502022,2
0.2828745162105366,0
0.5306031045039473,1
0.42023512267442964,1
0.42914808807978977,1
0.9059539596438868,2
0.01993271780210293,0
0.5393248382830234,1
0.047238279822868545,0
0.9216248589887354,2
0.8870277773586076,2
0.8473169530224666,2
0.4963159620462262,1
0.47743593452501587,1
0.6002883121966471,1
0.8024869762950932,2
0.7391999498027605,2
0.5773813301029056,1
0.3116639410696558,0
0.7701879478022772,2
0.5209961612294142,1
0.26506460532557974,0
0.3561668744445804,1
0.7551638242082126,2
0.7418614758048374,2
0.025525700371556104,0
0.745233431289828,2
0.5846589027529032,1
0.21466178927763768,0
0.909466205289432,2
0.28560006704543006,0
0.7231142810817521,2
0.9540214697222126,2
0.19696179489969046,0
0.7452864315820107,2
0.8643043155734359,2
0.36356418349812203,1
0.5165121992643007,1
0.9171652991441732,2
0.40846725102419923,1
0.2744143155943567,0
0.5189377719676648,1
0.23032181443069133,0
0.6259906271574872,1
0.20982373358072004,0
0.8990551584307266,2
0.7109876148715352,2
0.6584870131076094,1
0.5863857081726437,1
0.23216019114530984,0
0.7442184889384028,2
0.6838420134288118,2
0.49559391158854127,1
0.34682375498673157,1
0.3831224540774727,1
0.32189795790131936,0
0.7161917660486521,2
0.5086854075043733,1
0.4805486581791525,1
0.6963344580985966,2
0.5773022312199771,1
0.5903414530126448,1
0.655911495771619,1
0.6296508246887993,1
0.0012012883900498483,0
0.42351132373562117,1
0.5522285810909607,1
0.5423935031735627,1
0.05841667912585258,0
0.152284146485406,0
0.47741320887392347,1
0.1147201914537671,0
0.47635154962033344,1
0.5457501951714433,1
0.10994807377394555,0
0.8399034934893345,2
0.7626943010847738,2
0.8145361126332198,2
0.4349113890750267,1
0.5969972663275476,1
0.42560433899602657,1
0.5253415134681446,1
0.6928417099013227,2
0.561231144775902,1
0.08523756035537933,0
0.0785147818156745,0
0.34010986656480324,1
0.9480437214301637,2
0.21100445939022594,0
0.9090988309248121,2
0.032639433451399746,0
0.7871109742700224,2
0.8403537121104913,2
0.8776699560204011,2
0.6994352967040607,2
0.5976937529278015,1
0.3002088299616278,0
0.4575705231652032,1
0.8578686187439758,2
0.8988443033300938,2
0.8082773903731205,2
0.9780392428042027,2
0.9209797772779014,2
0.6223367301015166,1
0.17741763586627401,0
0.93264041750021,2
0.7416667857050556,2
0.4688194847497211,1
0.25078105741239953,0
0.3936306309679539,1
0.6734030895192021,2
0.27015377268680985,0
0.3404468073612058,1
0.9595210989508465,2
0.5410733872301304,1
0.7083998537016106,2
0.8766237856067576,2
0.2651794216804607,0
0.8352641852322588,2
0.9748654106949788,2
0.8416891497881046,2
0.1382986369789626,0
0.8322766124730692,2
0.33925160777846786,1
0.19555043758028678,0
0.9505908430531504,2
0.1784672082369817,0
0.3607433165856825,1
0.0037528183099367896,0
0.5505261268890924,1
0.8481684030009814,2
0.7424505678193206,2
0.4809576351454896,1
0.03350032781706713,0
0.22976397179855867,0
0.11884967562929949,0
0.6573775901627222,1
0.5626396879579014,1
0.28559015696488455,0
0.11260082009673011,0
0.7822430678415986,2
0.1094940151816477,0
0.26760498048015646,0
0.17875840468768867,0
0.48338122155775276,1
0.026651187009311017,0
0.1739196266205817,0
0.516163275837177,1
0.32332179018079354,0
0.9819200374730819,2
0.5481268130981608,1
0.7527520713362253,2
0.7165393718987805,2
0.6450168893016153,1
0.5289926895324178,1
0.6995022821023728,2
0.5246103421478294,1
0.8264554539148034,2
0.3604242321138007,1
0.6819211025587046,2
0.003953725482764292,0
0.5010655563010465,1
0.30745927650257365,0
0.6825529671757358,2
0.8587073924442977,2
0.9964635533517909,2
0.14405712535827475,0
0.5568722421245472,1
0.06826231873601918,0
0.3655160831477937,1
0.2800484948800477,0
0.05250051440268111,0
0.43006520416890426,1
0.09112913871550388,0
0.321326487981931,0
0.27891213351488575,0
0.9028041067123385,2
0.1095895387541942,0
0.8425415308378225,2
0.016720319445601817,0
0.7360285599379129,2
0.3682274694438643,1
0.9479350592905401,2
0.49054345981577197,1
0.9307922450786043,2
0.6220994466273687,1
0.5825597440539556,1
0.982743067922425,2
0.6752455438696421,2
0.038599896604093686,0
0.5893010839785724,1
0.6935258073771321,2
0.16296423232786006,0
0.5361767098759886,1
0.5490410375352128,1
0.9284927211052659,2
0.35372062206375554,1
0.4257033259600762,1
0.9244077193975883,2
0.5263730779024063,1
0.8481639205890833,2
0.9894516268088932,2
0.09529682493609504,0
0.8288959455958574,2
0.8995327763420267,2
0.8002450737827327,2
0.01770964820248455,0
0.8793735274146571,2
0.6762367766001957,2
0.6814789356541975,2
0.3316651677331912,1
0.944601258858875,2
0.2723870441513805,0
0.06275203508940064,0
0.39277784196623555,1
0.7119277258012318,2
0.26631750809179033,0
0.7477270414902077,2
0.9373728474730617,2
0.5313276404450603,1
0.97744218379036,2
0.37766431606607,1
0.6560030986587395,1
0.4331070353829144,1
0.3277879955238958,0
0.6574903999114815,1
0.4936641509940233,1
0.9420494464252112,2
0.10798703022807676,0
0.058735944688227626,0
0.618426684707111,1
0.6184558536316367,1
0.4566524385801177,1
0.3442712572963993,1
0.9626954575495377,2
0.6006371542646777,1
0.8514193276901473,2
0.09229239079152896,0
0.8610003920719673,2
0.10010356267734788,0
0.7156357564517603,2
0.7816958186292481,2
0.006800391724268717,0
0.4106521245103981,1
0.8357476710841818,2
0.0006188820395739425,0
0.45200823869300366,1
0.5458377395421962,1
0.7642399117267106,2
0.944769662603334,2
0.49780491154310214,1
0.5371223812811543,1
